Condition,Price,Propulsion,No. Engines,Year,Make,Model,Flight Rules,National Origin,Country,Continent
Used,395000.0,Turbofan,2.0,1980.0,Cessna,Citation Ii,IFR,United States,United States,North America
No information,1695000.0,Turbofan,2.0,2004.0,Hawker Beechcraft,800Xp,No information,United States,United States,North America
Used,99900.0,Piston Engine,2.0,1973.0,Cessna,421B,IFR,United States,United States,North America
No information,160000.0,Piston Engine,2.0,1981.0,Cessna,421,No information,United States,Germany,Europe
Used,259000.0,Piston Engine,2.0,1978.0,Cessna,421C,IFR,United States,United States,North America
Used,106000.0,Piston Engine,1.0,1976.0,Piper Aircraft,Archer Ii,IFR,United States,United States,North America
Used,10000.0,Piston Engine,1.0,1946.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
No information,11200000.0,Turbofan,2.0,2014.0,Cessna,Citation X+,No information,United States,Singapore,Asia
Used,430000.0,Piston Engine,2.0,1944.0,Grumman,G21 Goose,No information,United States,United States,North America
Used,185000.0,Piston Engine,2.0,1981.0,Cessna,340A,IFR,United States,United States,North America
Used,113500.0,Piston Engine,1.0,1967.0,Cessna,T210G,IFR,United States,United States,North America
New,325000.0,Piston Engine,1.0,2020.0,Cubcrafters,Carbon Cub Ex-3,VFR,United States,United States,North America
Used,67500.0,Piston Engine,1.0,1968.0,Beechcraft,E33 Bonanza,No information,United States,United States,North America
Used,520000.0,Piston Engine,1.0,2008.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,229900.0,Piston Engine,1.0,2013.0,Glasair Aviation,Sportsman,IFR,United States,United States,North America
Used,749000.0,Piston Engine,1.0,2016.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,1976.0,Piper Aircraft,Arrow Ii,IFR,United States,United States,North America
Used,370000.0,Piston Engine,2.0,2000.0,Piper Aircraft,Seneca V,IFR,United States,United States,North America
Used,67900.0,Piston Engine,1.0,1960.0,Piper Aircraft,Comanche 250,IFR,United States,United States,North America
Used,270000.0,Piston Engine,1.0,2013.0,Robinson Helicopter,R44,No information,United States,United States,North America
Used,69500.0,Piston Engine,2.0,1966.0,Piper Aircraft,Twin Comanche,VFR,United States,United States,North America
Used,390000.0,Piston Engine,2.0,1984.0,Piper Aircraft Corporation,700P,IFR,United States,United States,North America
Used,30900.0,Piston Engine,1.0,1978.0,Cessna,152,VFR,United States,United States,North America
Used,269900.0,Piston Engine,1.0,2002.0,Piper Aircraft,Saratoga Ii Tc (1998 - 2008),IFR,United States,United States,North America
Used,30000.0,Piston Engine,1.0,1966.0,Cessna,150F,VFR,United States,United States,North America
Used,220000.0,Piston Engine,1.0,2001.0,Micco,Sp26 Aerobatic,IFR,United States,United States,North America
No information,5295000.0,Turbofan,2.0,2005.0,Cessna,Citation Sovereign,No information,United States,United States,North America
Used,169000.0,Piston Engine,2.0,1974.0,Cessna,340,IFR,United States,United States,North America
Used,199000.0,Piston Engine,2.0,1974.0,Cessna,340,IFR,United States,United States,North America
No information,1350000.0,Turboprop,2.0,1987.0,Rockwell,1000,No information,United States,United States,North America
Used,205000.0,Piston Engine,2.0,1977.0,Cessna,310R,IFR,United States,United States,North America
Used,559000.0,Piston Engine,1.0,2013.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,107500.0,Piston Engine,1.0,1964.0,Cessna,210D,IFR,United States,United States,North America
Used,68000.0,Piston Engine,1.0,1987.0,Aviat,Pitts S2-S,No information,United States,United States,North America
Used,459900.0,Piston Engine,1.0,2010.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,179000.0,Piston Engine,1.0,1954.0,Beechcraft,T34A Mentor,IFR,United States,United States,North America
Used,72000.0,Piston Engine,1.0,1971.0,Cessna,172L Skyhawk,IFR,United States,United States,North America
Used,165000.0,Piston Engine,1.0,2005.0,American Champion,8-Gcbc Scout,VFR,United States,United States,North America
Used,255000.0,Piston Engine,1.0,2005.0,Cirrus,Sr22-G2 Gts,IFR,United States,United States,North America
No information,385000.0,Turbofan,2.0,1978.0,Lockheed Corporation,Jetstar Ii,No information,United States,United States,North America
Used,160000.0,Piston Engine,1.0,1979.0,Grumman,G164B Ag Cat,VFR,United States,United States,North America
New,85000.0,Piston Engine,1.0,1946.0,Piper Aircraft,J-3 Cub,VFR,United States,United States,North America
Used,650000.0,Piston Engine,1.0,2016.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,1225000.0,Turboprop,1.0,2003.0,Cessna,Caravan 208,IFR,United States,United States,North America
Used,95000.0,Piston Engine,1.0,2001.0,Robinson Helicopter,R22 Beta Ii,VFR,United States,United States,North America
Used,119000.0,Piston Engine,1.0,1951.0,Cessna,L19 305A Bird Dog,VFR,United States,United States,North America
Used,535000.0,Piston Engine,2.0,1982.0,Cessna,340A,IFR,United States,United States,North America
Used,52500.0,Piston Engine,2.0,1963.0,Piper Aircraft,Twin Comanche,IFR,United States,United States,North America
Used,145000.0,Piston Engine,1.0,2006.0,Aviat,Husky A-1B,No information,United States,United States,North America
Used,170000.0,Piston Engine,1.0,1943.0,North American Aviation,Snj 4,VFR,United States,United States,North America
No information,495000.0,Turbofan,2.0,1985.0,Cessna,Citation Sii,No information,United States,United States,North America
Used,575000.0,Piston Engine,1.0,2002.0,Extra Flugzeugbau,Ea 400,IFR,Germany,United States,North America
Used,63000.0,Piston Engine,1.0,1972.0,Cessna,172L Skyhawk,IFR,United States,United States,North America
Used,105000.0,Piston Engine,1.0,1976.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,70000.0,Piston Engine,2.0,1973.0,Cessna,310Q,IFR,United States,United States,North America
Used,126000.0,Piston Engine,1.0,2000.0,Velocity Inc,Velocity Xl-Rg,VFR,United States,United States,North America
Used,150000.0,Piston Engine,2.0,1977.0,Piper Aircraft,Navajo C,No information,United States,United States,North America
Used,110000.0,Piston Engine,2.0,1958.0,Rockwell,500,IFR,United States,United States,North America
Used,569000.0,Piston Engine,1.0,2012.0,Piper Aircraft,Matrix,IFR,United States,United States,North America
Used,2150000.0,Turbofan,2.0,1999.0,Cessna,Citation X,No information,United States,United States,North America
Used,109900.0,Piston Engine,1.0,1968.0,Beechcraft,V35 Bonanza,No information,United States,United States,North America
No information,300000.0,Turbofan,2.0,1977.0,Cessna,Citation 500,No information,United States,United States,North America
Used,54999.0,Piston Engine,1.0,1961.0,Piper Aircraft,Comanche 250,IFR,United States,United States,North America
Used,215000.0,Piston Engine,1.0,1982.0,Cessna,A185F,No information,United States,United States,North America
Used,55500.0,Piston Engine,1.0,1963.0,Piper Aircraft,Cherokee 180,IFR,United States,United States,North America
Used,995000.0,Turboprop,2.0,1981.0,Cessna,Conquest Ii,IFR,United States,United States,North America
Used,119750.0,Piston Engine,2.0,1974.0,Cessna,414,IFR,United States,United States,North America
Used,315000.0,Piston Engine,1.0,2007.0,Cirrus,Sr22-G3 Turbo Gts,IFR,United States,United States,North America
Used,699000.0,Piston Engine,1.0,2016.0,Beechcraft,G36 Bonanza,IFR,United States,United States,North America
Used,190000.0,Piston Engine,1.0,2012.0,Aviat,Husky A-1C,VFR,United States,United States,North America
Used,295000.0,Piston Engine,1.0,1985.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,499900.0,Piston Engine,1.0,2013.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
No information,550000.0,Turboshaft,1.0,1986.0,Agusta,A109A Ii,No information,Italy,United States,North America
Used,59900.0,Piston Engine,1.0,1976.0,Piper Aircraft,Warrior,IFR,United States,United States,North America
No information,4500000.0,Turbofan,2.0,2000.0,Cessna,2000,No information,France,United States,North America
No information,6500000.0,Turbofan,2.0,2000.0,Gulfstream Airspace,Ivsp,No information,United States,United States,North America
Used,210000.0,Piston Engine,1.0,1971.0,Cessna,206,IFR,United States,United States,North America
No information,1445000.0,Turbofan,2.0,2000.0,Bombardier Learjet,45,No information,Canada,United States,North America
Used,325000.0,Piston Engine,1.0,2000.0,Cessna,T206H,IFR,United States,United States,North America
Used,399000.0,Piston Engine,2.0,1979.0,Piper Aircraft Corporation,702P,IFR,United States,United States,North America
No information,2450000.0,Turbofan,2.0,1997.0,Cessna,Citation X,No information,United States,United States,North America
Used,179000.0,Piston Engine,1.0,1974.0,Cessna,182P Skylane,IFR,United States,United States,North America
Used,199900.0,Piston Engine,1.0,1980.0,Cessna,P210N,IFR,United States,United States,North America
Used,639000.0,Piston Engine,1.0,2019.0,Mooney International Corp,Ovation Ultra,No information,United States,United States,North America
Used,110000.0,Piston Engine,1.0,1976.0,Cessna,210L,IFR,United States,United States,North America
Used,239000.0,Piston Engine,1.0,1977.0,Cessna,T210M,IFR,United States,United States,North America
Used,196000.0,Piston Engine,1.0,1978.0,Cessna,206G Stationair,No information,United States,United States,North America
Used,144000.0,Piston Engine,1.0,1977.0,Cessna,T210M,IFR,United States,United States,North America
No information,1195000.0,Turbofan,2.0,2005.0,Hawker Beechcraft,400Xp,No information,United States,United States,North America
Used,46000.0,Piston Engine,1.0,1976.0,Cessna,172M Skyhawk,IFR,United States,United States,North America
Used,47500.0,Piston Engine,1.0,1977.0,Cessna,172N Skyhawk,IFR,United States,United States,North America
Used,109500.0,Piston Engine,1.0,1977.0,Cessna,182Q Skylane,IFR,United States,United States,North America
Used,269000.0,Piston Engine,1.0,1979.0,Cessna,P210,IFR,United States,United States,North America
Used,139900.0,Piston Engine,1.0,1978.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,89500.0,Piston Engine,1.0,1978.0,Cessna,Tr182Rg Skylane,IFR,United States,United States,North America
No information,995000.0,Turbofan,2.0,1998.0,Hawker Beechcraft,800Xp,No information,United States,United States,North America
Used,85000.0,Piston Engine,1.0,1976.0,Cessna,172/180 Conversion,IFR,United States,United States,North America
Used,94900.0,Piston Engine,1.0,1979.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,79500.0,Piston Engine,1.0,1977.0,Cessna,172N Skyhawk,IFR,United States,United States,North America
Used,112000.0,Piston Engine,1.0,1978.0,Cessna,172,IFR,United States,United States,North America
New,182000.0,Piston Engine,1.0,2019.0,Czech Sport Aircraft,Sportcruiser,VFR,Czech Republic,United States,North America
Used,87500.0,Piston Engine,1.0,1978.0,Cessna,172N Skyhawk,IFR,United States,United States,North America
Used,19000.0,Piston Engine,1.0,1966.0,Cessna,150F,VFR,United States,United States,North America
Used,82000.0,Piston Engine,1.0,1999.0,American Champion,7-Gcaa Adventure,No information,United States,United States,North America
No information,34500.0,Piston Engine,1.0,1966.0,Piper Aircraft,Cherokee 140,IFR,United States,United States,North America
Used,369000.0,Piston Engine,1.0,2001.0,Cessna,T206H,IFR,United States,United States,North America
Used,69900.0,Piston Engine,1.0,1975.0,Mooney International Corp,M20F,IFR,United States,United States,North America
Used,39900.0,Piston Engine,1.0,1961.0,Mooney International Corp,M20B,VFR,United States,United States,North America
No information,4750000.0,Turboshaft,1.0,2011.0,Cessna,Ec 145,No information,Germany,Canada,North America
Used,323000.0,Piston Engine,2.0,1981.0,Piper Aircraft,Navajo Chieftain,IFR,United States,United States,North America
Used,199900.0,Turboshaft,1.0,1973.0,Aerospatiale,Alouette Iii,VFR,France,United States,North America
Used,199000.0,Piston Engine,1.0,1958.0,Cessna,180A,IFR,United States,United States,North America
Used,589000.0,Piston Engine,1.0,2014.0,Cirrus,Sr22T-G5 Gts,IFR,United States,United States,North America
Used,220000.0,Piston Engine,1.0,1979.0,Cessna,182Q Skylane,IFR,United States,United States,North America
No information,259500.0,Piston Engine,1.0,2013.0,Aviat,Husky,No information,United States,United States,North America
Used,950000.0,Turbofan,2.0,1992.0,Cessna,Citation Vii,No information,United States,United States,North America
Used,299900.0,Piston Engine,1.0,2013.0,Piper Aircraft,Arrow Iii,No information,United States,United States,North America
No information,2495000.0,Turbofan,2.0,2009.0,Hawker Beechcraft,750,IFR,United States,United States,North America
Used,49900.0,Piston Engine,1.0,1968.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,28500.0,Piston Engine,1.0,1959.0,Champion Aircraft,7Fc,No information,United States,United States,North America
Used,139900.0,Piston Engine,1.0,1979.0,Cessna,182Rg Skylane,IFR,United States,United States,North America
Used,40000.0,Piston Engine,1.0,1968.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,375000.0,Piston Engine,1.0,1998.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,42500.0,Piston Engine,1.0,1978.0,Cessna,152,VFR,United States,United States,North America
No information,539900.0,Piston Engine,1.0,1987.0,Cirrus,Sr22,IFR,United States,United States,North America
Used,21000.0,Piston Engine,1.0,1959.0,Bellanca,14-19-2 Cruisemaster,No information,United States,United States,North America
Used,165000.0,Piston Engine,2.0,1970.0,Cessna,310Q,IFR,United States,United States,North America
Used,64900.0,Piston Engine,1.0,1968.0,Piper Aircraft,Arrow,IFR,United States,United States,North America
Used,210000.0,Piston Engine,1.0,1977.0,Cessna,T210M,IFR,United States,United States,North America
Used,36000.0,Piston Engine,1.0,1969.0,Lake,La 4/180,No information,United States,United States,North America
Used,89000.0,Piston Engine,1.0,1976.0,Cessna,177Rg,IFR,United States,United States,North America
Used,380000.0,Piston Engine,1.0,2003.0,Beechcraft,A36 Bonanza 36,IFR,United States,United States,North America
Used,200000.0,Piston Engine,1.0,2006.0,Lancair,Legacy Rg,IFR,United States,United States,North America
Used,239900.0,Piston Engine,1.0,2007.0,Glasair Aviation,Sportsman,IFR,United States,United States,North America
Project,70000.0,Piston Engine,1.0,2008.0,Mustang Aeronautics,Mustang Ii,VFR,United States,United States,North America
Used,134000.0,Piston Engine,1.0,1949.0,North American Aviation,T28A,IFR,United States,United States,North America
